7681,,0,
4024,4.024,7702,0
4044,4.044,7684,0
4064,4.064,7682,0
4083,4.083,7687,0
4103,4.103,7682,0
4123,4.123,7690,0
4143,4.143,7679,0
4163,4.163,7682,0
4183,4.183,7714,0
4202,4.202,7689,0
4222,4.222,7686,0
4242,4.242,7680,0
4262,4.262,7684,0
4282,4.282,7715,0
4301,4.301,7689,0
4321,4.321,7688,0
4341,4.341,7683,0
4361,4.361,7702,0
4381,4.381,7695,0
4400,4.4,7685,0
4420,4.42,7710,0
4440,4.44,7680,0
4460,4.46,7711,0
4480,4.48,7719,0
4499,4.499,7683,0
4519,4.519,7701,0
4539,4.539,7704,0
4559,4.559,7714,0
4579,4.579,7711,0
4598,4.598,7679,0
4618,4.618,7702,0
4638,4.638,7706,0
4658,4.658,7685,0
4678,4.678,7711,0
4697,4.697,7702,0
4717,4.717,7717,0
4737,4.737,7714,0
4757,4.757,7685,0
4777,4.777,7704,0
4796,4.796,7717,0
4816,4.816,7684,0
4836,4.836,7710,0
4856,4.856,7705,0
4876,4.876,7716,0
4895,4.895,7712,0
4915,4.915,7681,0
4935,4.935,7692,0
4955,4.955,7693,0
4975,4.975,7715,0
4995,4.995,7690,0
5014,5.014,7682,0
5034,5.034,7696,0
5054,5.054,7708,0
5074,5.074,7681,0
5093,5.093,7694,0
5113,5.113,7706,0
5133,5.133,7714,0
5153,5.153,7689,0
5173,5.173,7683,0
5192,5.192,7685,0
5212,5.212,7685,0
5232,5.232,7716,0
5252,5.252,7686,0
5272,5.272,7680,0
5292,5.292,7685,0
5311,5.311,7688,0
5331,5.331,7715,0
5351,5.351,7691,0
5371,5.371,7691,0
5391,5.391,7679,0
5410,5.41,7717,0
5430,5.43,7717,0
5450,5.45,7709,0
5470,5.47,7705,0
5490,5.49,7681,0
5509,5.509,7684,0
5529,5.529,7682,0
5549,5.549,7718,0
5569,5.569,7684,0
5589,5.589,7683,0
5608,5.608,7683,0
5628,5.628,7682,0
5648,5.648,7696,0
5668,5.668,7681,0
5688,5.688,7682,0
5707,5.707,7683,0
5727,5.727,7708,0
5747,5.747,7709,0
5767,5.767,7691,0
5787,5.787,7703,0
5806,5.806,7682,0
5826,5.826,7716,0
5846,5.846,7714,0
5866,5.866,7683,0
5886,5.886,7700,0
5905,5.905,7693,0
5925,5.925,7714,0
5945,5.945,7711,0
5965,5.965,7685,0
5985,5.985,7698,0
6004,6.004,7713,0
6024,6.024,7685,0
6044,6.044,7709,0
6064,6.064,7717,0
6084,6.084,7700,0
6103,6.103,7691,0
6123,6.123,7691,0
6143,6.143,7688,0
6163,6.163,7680,0
6183,6.183,7683,0
6202,6.202,7684,0
6222,6.222,7684,0
6242,6.242,7681,0
6262,6.262,7681,0
6282,6.282,7698,0
6302,6.302,7682,0
6321,6.321,7680,0
6341,6.341,7686,0
6361,6.361,7683,0
6381,6.381,7684,0
6400,6.4,7685,0
6420,6.42,7684,0
6440,6.44,7693,0
6460,6.46,7688,0
6480,6.48,7696,0
6500,6.5,7689,0
6519,6.519,7713,0
6539,6.539,7690,0
6559,6.559,7696,0
6579,6.579,7692,0
6599,6.599,7715,0
6618,6.618,7684,0
